enrollment_id,employee_id,expected_exception_type,expected_severity,expected_business_impact
ENR000018527,EE0005077,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018531,EE0005078,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018544,EE0005083,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000018546,EE0005083,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000018560,EE0005088,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018605,EE0005100,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000018620,EE0005103,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018642,EE0005111,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018668,EE0005118,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000018705,EE0005126,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000018712,EE0005128,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018770,EE0005143,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000018774,EE0005144,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000018778,EE0005145,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018786,EE0005147,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000018788,EE0005147,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018802,EE0005152,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018824,EE0005156,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000018847,EE0005164,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000018851,EE0005165,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000018896,EE0005178,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018930,EE0005187,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000018949,EE0005191,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000018967,EE0005195,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019023,EE0005209,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019087,EE0005229,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019088,EE0005229,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019120,EE0005238,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000019128,EE0005240,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019131,EE0005241,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000019179,EE0005253,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019207,EE0005260,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000019251,EE0005271,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000019252,EE0005271,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000019257,EE0005272,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019262,EE0005273,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019270,EE0005275,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019271,EE0005276,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019280,EE0005280,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019283,EE0005280,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019284,EE0005281,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019296,EE0005283,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019305,EE0005286,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019321,EE0005290,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019329,EE0005292,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019370,EE0005303,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019382,EE0005306,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019384,EE0005307,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019412,EE0005315,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019428,EE0005321,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000019442,EE0005324,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000019509,EE0005339,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019540,EE0005347,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019570,EE0005357,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019573,EE0005358,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019596,EE0005365,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019600,EE0005366,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019614,EE0005371,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019617,EE0005372,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019625,EE0005374,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019630,EE0005375,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019651,EE0005380,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019671,EE0005385,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019680,EE0005386,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019713,EE0005396,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019721,EE0005399,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000019725,EE0005402,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019726,EE0005402,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019765,EE0005412,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019771,EE0005413,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019775,EE0005414,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019785,EE0005416,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000019803,EE0005421,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000019829,EE0005427,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019834,EE0005428,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019841,EE0005430,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019866,EE0005437,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019867,EE0005438,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000019876,EE0005440,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000019887,EE0005442,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000019940,EE0005453,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000019949,EE0005457,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000019983,EE0005468,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020035,EE0005481,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020038,EE0005483,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020073,EE0005492,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020132,EE0005507,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020155,EE0005514,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020168,EE0005517,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020188,EE0005521,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020200,EE0005525,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020220,EE0005530,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020255,EE0005538,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000020263,EE0005540,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020269,EE0005541,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020301,EE0005549,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020307,EE0005551,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000020317,EE0005553,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020345,EE0005562,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020347,EE0005562,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020385,EE0005575,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020429,EE0005587,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020440,EE0005590,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020447,EE0005591,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020455,EE0005593,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020466,EE0005596,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020496,EE0005603,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020500,EE0005604,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020529,EE0005612,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020547,EE0005620,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000020554,EE0005621,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020597,EE0005634,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020623,EE0005640,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020628,EE0005642,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020629,EE0005642,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020642,EE0005647,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020651,EE0005649,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020657,EE0005652,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000020715,EE0005670,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000020746,EE0005679,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000020751,EE0005680,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000020767,EE0005686,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020779,EE0005689,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000020838,EE0005704,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000020841,EE0005705,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020867,EE0005712,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020940,EE0005734,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000020964,EE0005741,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020976,EE0005743,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000020981,EE0005747,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021001,EE0005751,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021019,EE0005756,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021030,EE0005759,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021032,EE0005759,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021039,EE0005761,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021055,EE0005766,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021064,EE0005769,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021075,EE0005772,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000021089,EE0005775,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021105,EE0005779,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021115,EE0005782,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021119,EE0005783,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021187,EE0005804,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000021188,EE0005804,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021201,EE0005809,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021221,EE0005813,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021267,EE0005829,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021314,EE0005841,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021360,EE0005852,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021407,EE0005865,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000021410,EE0005865,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021413,EE0005866,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000021426,EE0005871,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000021434,EE0005872,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021439,EE0005873,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021476,EE0005884,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000021496,EE0005888,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021509,EE0005892,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021523,EE0005897,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021607,EE0005919,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000021609,EE0005920,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021669,EE0005940,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021689,EE0005945,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021712,EE0005950,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000021730,EE0005954,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021744,EE0005957,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021747,EE0005958,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021751,EE0005959,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021768,EE0005966,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021771,EE0005967,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021773,EE0005967,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000021778,EE0005968,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021844,EE0005987,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021861,EE0005992,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021886,EE0006001,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021887,EE0006001,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021929,EE0006015,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021941,EE0006019,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000021951,EE0006021,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000021961,EE0006025,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022002,EE0006039,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022004,EE0006040,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022015,EE0006043,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022028,EE0006047,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022115,EE0006076,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022126,EE0006078,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022160,EE0006087,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022189,EE0006099,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000022194,EE0006100,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022206,EE0006104,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022210,EE0006105,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022225,EE0006109,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022237,EE0006112,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022282,EE0006124,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022316,EE0006135,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022340,EE0006141,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022343,EE0006142,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022349,EE0006143,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022362,EE0006148,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022381,EE0006155,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000022386,EE0006156,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022398,EE0006159,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022411,EE0006162,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022422,EE0006167,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022433,EE0006169,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022436,EE0006170,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022450,EE0006174,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022455,EE0006175,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022469,EE0006178,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022567,EE0006206,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022607,EE0006217,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022615,EE0006219,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022674,EE0006238,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022756,EE0006265,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022786,EE0006271,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022790,EE0006272,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022795,EE0006273,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022815,EE0006279,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022818,EE0006280,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022859,EE0006290,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022863,EE0006292,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022878,EE0006296,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022962,EE0006321,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000022977,EE0006324,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000022980,EE0006326,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023043,EE0006346,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023094,EE0006358,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023104,EE0006360,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023139,EE0006368,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023173,EE0006380,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023192,EE0006384,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000023201,EE0006385,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023202,EE0006387,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023232,EE0006395,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023240,EE0006398,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023256,EE0006401,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023260,EE0006402,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023268,EE0006405,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023294,EE0006415,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023305,EE0006417,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023344,EE0006427,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023381,EE0006440,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023441,EE0006458,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023573,EE0006497,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023592,EE0006501,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023596,EE0006502,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023602,EE0006504,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023608,EE0006507,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023629,EE0006512,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023636,EE0006515,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000023669,EE0006522,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023727,EE0006538,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023758,EE0006547,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023771,EE0006551,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000023786,EE0006554,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023794,EE0006556,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023806,EE0006559,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023838,EE0006567,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023841,EE0006568,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023865,EE0006573,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023881,EE0006577,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023897,EE0006583,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023933,EE0006593,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023950,EE0006597,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000023963,EE0006605,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000023988,EE0006613,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000024004,EE0006616,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024010,EE0006618,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000024016,EE0006619,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024034,EE0006624,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024081,EE0006638,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000024112,EE0006646,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000024147,EE0006656,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024172,EE0006664,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024190,EE0006669,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024240,EE0006682,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024257,EE0006687,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024264,EE0006688,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024289,EE0006695,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024324,EE0006707,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000024330,EE0006708,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000024346,EE0006712,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024371,EE0006718,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024373,EE0006718,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024385,EE0006721,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024411,EE0006730,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000024412,EE0006730,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024439,EE0006737,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024443,EE0006738,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024459,EE0006742,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024462,EE0006742,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024468,EE0006744,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000024480,EE0006748,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024489,EE0006751,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000024490,EE0006751,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000024498,EE0006753,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000024530,EE0006760,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
